,CustomerID,TotalSpent,Ranking,ContributionPct,IndividualContributionPct
696,143150,2456.98,697,92.26,0.04
697,148420,2456.8,698,92.3,0.04
698,146590,2456.53,699,92.34,0.04
699,157500,2451.23,700,92.38,0.04
700,141630,2445.91,701,92.42,0.04
701,135880,2445.12,702,92.46,0.04
702,139490,2427.32,703,92.5,0.04
703,147660,2423.07,704,92.54,0.04
704,156060,2422.64,705,92.58,0.04
705,136580,2421.47,706,92.61,0.04
706,150890,2420.84,707,92.65,0.04
707,161430,2419.84,708,92.69,0.04
708,123970,2409.9,709,92.73,0.04
709,175890,2404.17,710,92.77,0.04
710,159800,2398.86,711,92.81,0.04
711,131410,2385.8,712,92.85,0.04
712,170710,2385.48,713,92.89,0.04
713,175300,2385.0,714,92.92,0.04
714,145540,2381.04,715,92.96,0.04
715,177220,2380.64,716,93.0,0.04
716,180650,2380.08,717,93.04,0.04
717,149300,2372.86,718,93.08,0.04
718,137220,2369.16,719,93.11,0.04
719,144930,2362.84,720,93.15,0.04
720,176340,2361.97,721,93.19,0.04
721,153700,2360.55,722,93.23,0.04
722,140300,2360.09,723,93.27,0.04
723,144400,2357.68,724,93.3,0.04
724,145020,2351.02,725,93.34,0.04
725,151400,2350.0,726,93.38,0.04
726,155270,2348.82,727,93.42,0.04
727,139080,2347.05,728,93.46,0.04
728,182590,2338.6,729,93.49,0.04
729,174340,2333.42,730,93.53,0.04
730,124830,2327.13,731,93.57,0.04
731,142390,2323.5,732,93.61,0.04
732,143090,2319.68,733,93.64,0.04
733,157550,2318.88,734,93.68,0.04
734,139940,2313.14,735,93.72,0.04
735,133940,2312.8,736,93.75,0.04
736,178380,2312.7,737,93.79,0.04
737,142900,2307.45,738,93.83,0.04
738,152880,2306.52,739,93.87,0.04
739,157850,2303.75,740,93.9,0.04
740,172110,2299.67,741,93.94,0.04
741,151050,2298.93,742,93.98,0.04
742,152700,2298.2,743,94.01,0.04
743,179540,2295.37,744,94.05,0.04
744,137040,2295.31,745,94.09,0.04
745,157040,2293.62,746,94.12,0.04
746,126150,2291.19,747,94.16,0.04
747,177440,2291.08,748,94.2,0.04
748,173130,2288.13,749,94.24,0.04
749,126840,2283.63,750,94.27,0.04
750,171880,2275.58,751,94.31,0.04
751,127820,2273.32,752,94.35,0.04
752,177680,2273.18,753,94.38,0.04
753,144660,2272.4,754,94.42,0.04
754,167350,2269.21,755,94.45,0.04
755,165500,2266.25,756,94.49,0.04
756,182570,2265.38,757,94.53,0.04
757,137000,2265.12,758,94.56,0.04
758,135270,2263.76,759,94.6,0.04
759,162090,2262.62,760,94.64,0.04
760,144320,2255.51,761,94.67,0.04
761,152350,2247.51,762,94.71,0.04
762,167710,2246.81,763,94.75,0.04
763,167820,2242.25,764,94.78,0.04
764,156650,2242.01,765,94.82,0.04
765,152810,2239.95,766,94.85,0.04
766,162930,2236.74,767,94.89,0.04
767,147000,2235.3,768,94.93,0.04
768,182420,2232.49,769,94.96,0.04
769,148250,2226.91,770,95.0,0.04
770,127040,2220.84,771,95.03,0.04
771,128760,2218.02,772,95.07,0.04
772,175910,2215.02,773,95.1,0.04
773,153730,2213.11,774,95.14,0.04
774,174420,2210.26,775,95.18,0.04
775,126530,2209.85,776,95.21,0.04
776,142110,2208.3,777,95.25,0.04
777,157970,2207.4,778,95.28,0.04
778,131150,2205.63,779,95.32,0.04
779,127550,2203.2,780,95.35,0.04
780,138310,2202.99,781,95.39,0.04
781,136800,2202.31,782,95.42,0.04
782,142260,2201.64,783,95.46,0.04
783,176960,2201.05,784,95.49,0.04
784,151230,2199.31,785,95.53,0.04
785,147760,2195.58,786,95.56,0.04
786,167430,2191.84,787,95.6,0.04
787,133650,2191.22,788,95.64,0.04
788,138620,2187.31,789,95.67,0.04
789,151790,2186.2,790,95.71,0.04
790,153940,2183.54,791,95.74,0.04
791,166280,2183.04,792,95.78,0.04
792,157220,2181.21,793,95.81,0.04
793,148080,2175.37,794,95.85,0.03
794,145600,2174.18,795,95.88,0.03
795,160760,2173.53,796,95.92,0.03
796,158110,2171.32,797,95.95,0.03
797,143410,2166.38,798,95.99,0.03
798,128560,2162.68,799,96.02,0.03
799,164560,2158.37,800,96.06,0.03
800,129350,2156.45,801,96.09,0.03
801,137550,2154.68,802,96.12,0.03
802,132240,2150.85,803,96.16,0.03
803,169660,2148.47,804,96.19,0.03
804,172720,2144.53,805,96.23,0.03
805,126330,2140.63,806,96.26,0.03
806,160570,2140.22,807,96.3,0.03
807,133170,2140.07,808,96.33,0.03
808,148280,2139.76,809,96.37,0.03
809,163790,2131.9,810,96.4,0.03
810,174000,2129.96,811,96.43,0.03
811,129090,2128.83,812,96.47,0.03
812,143600,2128.23,813,96.5,0.03
813,164070,2126.93,814,96.54,0.03
814,150580,2124.99,815,96.57,0.03
815,180610,2119.41,816,96.61,0.03
816,136320,2117.02,817,96.64,0.03
817,180080,2116.19,818,96.67,0.03
818,146910,2114.33,819,96.71,0.03
819,144070,2111.08,820,96.74,0.03
820,135170,2109.07,821,96.78,0.03
821,132650,2107.66,822,96.81,0.03
822,181730,2106.84,823,96.84,0.03
823,144610,2103.06,824,96.88,0.03
824,145150,2102.09,825,96.91,0.03
825,125600,2101.39,826,96.94,0.03
826,158150,2100.6,827,96.98,0.03
827,171910,2095.13,828,97.01,0.03
828,182830,2094.88,829,97.05,0.03
829,135710,2092.32,830,97.08,0.03
830,132970,2089.85,831,97.11,0.03
831,125010,2089.68,832,97.15,0.03
832,148100,2087.88,833,97.18,0.03
833,180440,2085.65,834,97.21,0.03
834,169540,2085.08,835,97.25,0.03
835,158340,2084.9,836,97.28,0.03
836,143060,2083.42,837,97.31,0.03
837,180930,2083.42,837,97.35,0.03
838,146960,2070.97,838,97.38,0.03
839,144820,2068.15,839,97.41,0.03
840,142090,2067.13,840,97.45,0.03
841,182310,2066.17,841,97.48,0.03
842,129280,2062.7,842,97.51,0.03
843,162810,2062.06,843,97.55,0.03
844,178610,2059.2,844,97.58,0.03
845,182410,2058.09,845,97.61,0.03
846,126100,2057.99,846,97.65,0.03
847,125180,2056.89,847,97.68,0.03
848,131260,2056.29,848,97.71,0.03
849,176670,2055.51,849,97.75,0.03
850,129480,2053.7,850,97.78,0.03
851,170860,2050.08,851,97.81,0.03
852,176250,2047.0,852,97.84,0.03
853,175970,2044.37,853,97.88,0.03
854,142320,2043.93,854,97.91,0.03
855,134500,2043.72,855,97.94,0.03
856,146400,2042.15,856,97.98,0.03
857,170900,2041.85,857,98.01,0.03
858,178460,2033.1,858,98.04,0.03
859,140010,2030.33,859,98.07,0.03
860,164090,2028.88,860,98.11,0.03
861,163580,2024.95,861,98.14,0.03
862,145440,2024.45,862,98.17,0.03
863,168750,2023.47,863,98.2,0.03
864,180690,2021.82,864,98.24,0.03
865,153410,2020.52,865,98.27,0.03
866,182190,2019.77,866,98.3,0.03
867,141880,2018.91,867,98.33,0.03
868,145060,2012.17,868,98.37,0.03
869,155310,2007.44,869,98.4,0.03
870,153720,2007.4,870,98.43,0.03
871,160980,2005.63,871,98.46,0.03
872,147300,2005.06,872,98.5,0.03
873,170820,2003.85,873,98.53,0.03
874,167540,2002.4,874,98.56,0.03
875,133050,2000.86,875,98.59,0.03
876,181880,1998.49,876,98.62,0.03
877,166980,1998.0,877,98.66,0.03
878,136300,1995.68,878,98.69,0.03
879,178270,1995.46,879,98.72,0.03
880,176120,1992.76,880,98.75,0.03
881,176790,1992.11,881,98.78,0.03
882,170880,1991.01,882,98.82,0.03
883,135930,1990.28,883,98.85,0.03
884,134950,1990.12,884,98.88,0.03
885,179400,1983.58,885,98.91,0.03
886,125850,1982.81,886,98.94,0.03
887,182040,1979.3,887,98.98,0.03
888,135900,1976.12,888,99.01,0.03
889,154930,1967.25,889,99.04,0.03
890,144620,1965.9,890,99.07,0.03
891,177900,1965.55,891,99.1,0.03
892,172180,1960.72,892,99.13,0.03
893,163410,1959.38,893,99.17,0.03
894,144980,1957.32,894,99.2,0.03
895,175540,1952.45,895,99.23,0.03
896,146530,1947.55,896,99.26,0.03
897,173370,1944.32,897,99.29,0.03
898,144180,1937.25,898,99.32,0.03
899,144720,1936.84,899,99.35,0.03
900,149780,1931.42,900,99.38,0.03
901,146550,1930.15,901,99.42,0.03
902,174060,1928.72,902,99.45,0.03
903,174900,1926.88,903,99.48,0.03
904,142170,1925.36,904,99.51,0.03
905,125280,1922.28,905,99.54,0.03
906,132460,1922.1,906,99.57,0.03
907,169830,1920.2,907,99.6,0.03
908,126740,1919.31,908,99.63,0.03
909,124570,1917.78,909,99.66,0.03
910,155180,1911.89,910,99.69,0.03
911,142850,1910.01,911,99.72,0.03
912,144090,1908.25,912,99.76,0.03
913,164260,1908.25,912,99.79,0.03
914,172280,1906.09,913,99.82,0.03
915,161500,1906.07,914,99.85,0.03
916,158190,1905.45,915,99.88,0.03
917,142500,1904.05,916,99.91,0.03
918,169380,1903.13,917,99.94,0.03
919,142100,1900.89,918,99.97,0.03
920,127620,1898.52,919,100.0,0.03
