,InvoiceDate,InvoiceNo,CustomerID,StockCode,Country,Description,Quantity,Price,Revenue,DayOfWeek,Month,RevenueLag_1Day,PurchaseID,UnitPrice,AvgMonthlyProductRevenue,AvgMonthlyUnitPrice,AvgMonthlyQuantitySold,Cohort,OrderMonth,FirstPurchaseDate,IsFirstPurchase,UnitCost,TotalCost,GrossProfit,GrossMargin
9060,2011-03-24,547651,1690400,22287.0,United Kingdom,DECORATION  WOBBLY CHICKEN METAL ,1,1.65,1.65,4,3,1.65,16904-22287,1.65,12.42,0.79,7.0,2011-03,2011-03,2011-03-24,True,0.12600000000000003,0.12600000000000003,1.5239999999999998,92.36363636363636
9061,2011-03-24,547651,1690400,22286.0,United Kingdom,DECORATION  WOBBLY RABBIT  METAL ,2,1.65,3.3,4,3,1.65,16904-22286,0.83,8.18,1.27,5.0,2011-03,2011-03,2011-03-24,True,0.12600000000000003,0.25200000000000006,3.0479999999999996,92.36363636363636
9062,2011-03-24,547651,1690400,22285.0,United Kingdom,HANGING HEN ON NEST DECORATION,1,1.65,1.65,4,3,3.3,16904-22285,1.65,11.67,0.76,7.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9063,2011-03-24,547651,1690400,85203.0,United Kingdom,HANGING WOOD AND FELT BUTTERFLY ,1,0.42,0.42,4,3,1.65,16904-85203,0.42,2.21,0.34,5.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,0.42,100.0
9064,2011-03-24,547651,1690400,85038.0,United Kingdom,6 CHOCOLATE LOVE HEART TLIGHTS,1,2.1,2.1,4,3,0.42,16904-85038,2.1,7.79,1.87,4.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,2.037,97.0
9065,2011-03-24,547651,1690400,22719.0,United Kingdom,GUMBALL MONOCHROME COAT RACK,1,1.25,1.25,4,3,2.1,16904-22719,1.25,6.82,1.3,-2.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,1.25,100.0
9066,2011-03-24,547651,1690400,22244.0,United Kingdom,3 HOOK HANGER MAGIC GARDEN,1,1.95,1.95,4,3,1.25,16904-22244,1.95,18.13,1.37,10.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,1.95,100.0
9067,2011-03-24,547651,1690400,20686.0,United Kingdom,DOLLY MIXTURE CHILDRENS UMBRELLA,1,3.25,3.25,4,3,1.95,16904-20686,3.25,7.06,3.09,2.0,2011-03,2011-03,2011-03-24,True,0.7290000000000001,0.7290000000000001,2.521,77.56923076923077
9068,2011-03-24,547651,1690400,20684.0,United Kingdom,STRAWBERRY DREAM CHILDS UMBRELLA,1,3.25,3.25,4,3,3.25,16904-20684,3.25,7.31,2.57,2.0,2011-03,2011-03,2011-03-24,True,0.7290000000000001,0.7290000000000001,2.521,77.56923076923077
9069,2011-03-24,547651,1690400,85014.0,United Kingdom,RED RETROSPOT UMBRELLA,1,5.95,5.95,4,3,3.25,16904-85014,5.95,24.99,4.45,4.0,2011-03,2011-03,2011-03-24,True,0.09000000000000001,0.09000000000000001,5.86,98.4873949579832
9070,2011-03-24,547651,1690400,20682.0,United Kingdom,RED RETROSPOT CHILDRENS UMBRELLA,1,3.25,3.25,4,3,5.95,16904-20682,3.25,27.47,2.55,9.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,3.25,100.0
9071,2011-03-24,547651,1690400,21459.0,United Kingdom,YELLOW EASTER EGG HUNT START POST,3,1.95,5.85,4,3,3.25,16904-21459,0.65,4.91,1.67,2.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,5.85,100.0
9072,2011-03-24,547651,1690400,21172.0,United Kingdom,PARTY METAL SIGN ,3,1.45,4.35,4,3,5.85,16904-21172,0.48,13.64,0.83,9.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,4.35,100.0
9073,2011-03-24,547651,1690400,22553.0,United Kingdom,PLASTERS IN TIN SKULLS,1,1.65,1.65,4,3,4.35,16904-22553,1.65,9.5,0.95,6.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9074,2011-03-24,547651,1690400,22554.0,United Kingdom,PLASTERS IN TIN WOODLAND ANIMALS,1,1.65,1.65,4,3,1.65,16904-22554,1.65,22.6,0.83,14.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9075,2011-03-24,547651,1690400,22554.0,United Kingdom,PLASTERS IN TIN WOODLAND ANIMALS,1,1.65,1.65,4,3,1.65,16904-22554,1.65,22.6,0.83,14.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9076,2011-03-24,547651,1690400,22551.0,United Kingdom,PLASTERS IN TIN SPACEBOY,1,1.65,1.65,4,3,1.65,16904-22551,1.65,23.58,0.73,15.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9077,2011-03-24,547651,1690400,22551.0,United Kingdom,PLASTERS IN TIN SPACEBOY,1,1.65,1.65,4,3,1.65,16904-22551,1.65,23.58,0.73,15.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9078,2011-03-24,547651,1690400,22555.0,United Kingdom,PLASTERS IN TIN STRONGMAN,1,1.65,1.65,4,3,1.65,16904-22555,1.65,32.87,0.8,22.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,1.65,100.0
9079,2011-03-24,547651,1690400,22556.0,United Kingdom,PLASTERS IN TIN CIRCUS PARADE ,1,1.65,1.65,4,3,1.65,16904-22556,1.65,27.58,0.71,16.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9080,2011-03-24,547651,1690400,22553.0,United Kingdom,PLASTERS IN TIN SKULLS,1,1.65,1.65,4,3,1.65,16904-22553,1.65,9.5,0.95,6.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9081,2011-03-24,547651,1690400,22556.0,United Kingdom,PLASTERS IN TIN CIRCUS PARADE ,1,1.65,1.65,4,3,1.65,16904-22556,1.65,27.58,0.71,16.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9082,2011-03-24,547651,1690400,22555.0,United Kingdom,PLASTERS IN TIN STRONGMAN,1,1.65,1.65,4,3,1.65,16904-22555,1.65,32.87,0.8,22.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,1.65,100.0
9083,2011-03-24,547651,1690400,21903.0,United Kingdom,MAN FLU METAL SIGN,1,2.1,2.1,4,3,1.65,16904-21903,2.1,13.92,1.05,7.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,2.1,100.0
9084,2011-03-24,547651,1690400,22413.0,United Kingdom,METAL SIGN TAKE IT OR LEAVE IT ,1,2.95,2.95,4,3,2.1,16904-22413,2.95,8.42,1.92,3.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,2.95,100.0
9085,2011-03-24,547651,1690400,21181.0,United Kingdom,PLEASE ONE PERSON METAL SIGN,1,2.1,2.1,4,3,2.95,16904-21181,2.1,25.61,0.96,13.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,2.1,100.0
9086,2011-03-24,547651,1690400,21904.0,United Kingdom,HOUSE WRECKING METAL SIGN ,1,2.1,2.1,4,3,2.1,16904-21904,2.1,3.15,1.75,2.0,2011-03,2011-03,2011-03-24,True,0.162,0.162,1.9380000000000002,92.28571428571429
9087,2011-03-24,547651,1690400,21908.0,United Kingdom,CHOCOLATE THIS WAY METAL SIGN,1,2.1,2.1,4,3,2.1,16904-21908,2.1,9.77,1.35,4.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,2.1,100.0
9088,2011-03-24,547651,1690400,21174.0,United Kingdom,POTTERING IN THE SHED METAL SIGN,1,2.08,2.08,4,3,2.1,16904-21174,2.08,11.34,1.32,5.0,2011-03,2011-03,2011-03-24,True,0.081,0.081,1.999,96.10576923076923
9089,2011-03-24,547651,1690400,21175.0,United Kingdom,GIN  TONIC DIET METAL SIGN,2,2.55,5.1,4,3,2.08,16904-21175,1.27,21.77,1.17,9.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,5.1,100.0
9090,2011-03-24,547651,1690400,21163.0,United Kingdom,DO NOT TOUCH MY STUFF DOOR HANGER ,1,1.45,1.45,4,3,5.1,16904-21163,1.45,4.68,1.92,3.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,1.45,100.0
9091,2011-03-24,547651,1690400,21162.0,United Kingdom,TOXIC AREA  DOOR HANGER ,1,1.45,1.45,4,3,1.45,16904-21162,1.45,7.73,0.68,5.0,2011-03,2011-03,2011-03-24,True,0.108,0.108,1.3419999999999999,92.55172413793102
9092,2011-03-24,547651,1690400,21159.0,United Kingdom,MOODY BOY  DOOR HANGER ,1,1.45,1.45,4,3,1.45,16904-21159,1.45,3.36,1.43,2.0,2011-03,2011-03,2011-03-24,True,0.216,0.216,1.234,85.10344827586206
9093,2011-03-24,547651,1690400,15056.0,United Kingdom,EDWARDIAN PARASOL PINK,1,5.95,5.95,4,3,1.45,16904-15056,5.95,44.11,4.63,8.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,5.95,100.0
9094,2011-03-24,547651,1690400,85014.0,United Kingdom,RED RETROSPOT UMBRELLA,1,5.95,5.95,4,3,5.95,16904-85014,5.95,24.99,4.45,4.0,2011-03,2011-03,2011-03-24,True,0.09000000000000001,0.09000000000000001,5.86,98.4873949579832
9095,2011-03-24,547651,1690400,15056.0,United Kingdom,EDWARDIAN PARASOL PINK,1,5.95,5.95,4,3,5.95,16904-15056,5.95,44.11,4.63,8.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,5.95,100.0
9096,2011-03-24,547651,1690400,85014.0,United Kingdom,BLACKBLUE POLKADOT UMBRELLA,1,5.95,5.95,4,3,5.95,16904-85014,5.95,24.99,4.45,4.0,2011-03,2011-03,2011-03-24,True,0.09000000000000001,0.09000000000000001,5.86,98.4873949579832
9097,2011-03-24,547651,1690400,15056.0,United Kingdom,EDWARDIAN PARASOL NATURAL,2,5.95,11.9,4,3,5.95,16904-15056,2.98,44.11,4.63,8.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,11.9,100.0
9098,2011-03-24,547651,1690400,20679.0,United Kingdom,EDWARDIAN PARASOL RED,2,5.95,11.9,4,3,11.9,16904-20679,2.98,22.13,4.16,4.0,2011-03,2011-03,2011-03-24,True,0.07200000000000001,0.14400000000000002,11.756,98.78991596638656
9099,2011-03-24,547651,1690400,22291.0,United Kingdom,HANGING CHICK CREAM DECORATION,1,1.45,1.45,4,3,11.9,16904-22291,1.45,17.59,0.86,12.0,2011-03,2011-03,2011-03-24,True,0.027,0.027,1.423,98.13793103448276
9100,2011-03-24,547651,1690400,22292.0,United Kingdom,HANGING CHICK  YELLOW DECORATION,1,1.45,1.45,4,3,1.45,16904-22292,1.45,12.88,0.73,9.0,2011-03,2011-03,2011-03-24,True,0.054,0.054,1.396,96.27586206896551
9101,2011-03-24,547651,1690400,22289.0,United Kingdom,HANGING METAL CHICKEN DECORATION,1,1.25,1.25,4,3,1.45,16904-22289,1.25,10.41,0.71,8.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,1.205,96.4
9102,2011-03-24,547651,1690400,84457.0,United Kingdom,SET3 RABBITS FLOWER SKIPPPING ROPE,1,0.85,0.85,4,3,1.25,16904-84457,0.85,2.47,0.48,3.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,0.7869999999999999,92.58823529411764
9103,2011-03-24,547651,1690400,22248.0,United Kingdom,DECORATION  PINK CHICK MAGIC GARDEN,1,0.85,0.85,4,3,0.85,16904-22248,0.85,6.26,0.5,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9104,2011-03-24,547651,1690400,22293.0,United Kingdom,HANGING CHICK GREEN DECORATION,1,1.45,1.45,4,3,0.85,16904-22293,1.45,10.86,1.04,7.0,2011-03,2011-03,2011-03-24,True,0.054,0.054,1.396,96.27586206896551
9105,2011-03-24,547651,1690400,22249.0,United Kingdom,DECORATION WHITE CHICK MAGIC GARDEN,1,0.85,0.85,4,3,1.45,16904-22249,0.85,5.9,0.58,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9106,2011-03-24,547651,1690400,22249.0,United Kingdom,DECORATION WHITE CHICK MAGIC GARDEN,1,0.85,0.85,4,3,0.85,16904-22249,0.85,5.9,0.58,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9107,2011-03-24,547651,1690400,22292.0,United Kingdom,HANGING CHICK  YELLOW DECORATION,1,1.45,1.45,4,3,0.85,16904-22292,1.45,12.88,0.73,9.0,2011-03,2011-03,2011-03-24,True,0.054,0.054,1.396,96.27586206896551
9108,2011-03-24,547651,1690400,22249.0,United Kingdom,DECORATION WHITE CHICK MAGIC GARDEN,1,0.85,0.85,4,3,1.45,16904-22249,0.85,5.9,0.58,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9109,2011-03-24,547651,1690400,22288.0,United Kingdom,HANGING METAL RABBIT DECORATION,1,1.25,1.25,4,3,0.85,16904-22288,1.25,14.04,0.61,11.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,1.205,96.4
9110,2011-03-24,547651,1690400,22287.0,United Kingdom,DECORATION  WOBBLY CHICKEN METAL ,1,1.65,1.65,4,3,1.25,16904-22287,1.65,12.42,0.79,7.0,2011-03,2011-03,2011-03-24,True,0.12600000000000003,0.12600000000000003,1.5239999999999998,92.36363636363636
9111,2011-03-24,547651,1690400,22291.0,United Kingdom,HANGING CHICK CREAM DECORATION,1,1.45,1.45,4,3,1.65,16904-22291,1.45,17.59,0.86,12.0,2011-03,2011-03,2011-03-24,True,0.027,0.027,1.423,98.13793103448276
9112,2011-03-24,547651,1690400,22248.0,United Kingdom,DECORATION  PINK CHICK MAGIC GARDEN,1,0.85,0.85,4,3,1.45,16904-22248,0.85,6.26,0.5,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9113,2011-03-24,547651,1690400,22243.0,United Kingdom,5 HOOK HANGER RED MAGIC TOADSTOOL,1,1.65,1.65,4,3,0.85,16904-22243,1.65,21.14,0.83,13.0,2011-03,2011-03,2011-03-24,True,0.108,0.108,1.5419999999999998,93.45454545454544
9114,2011-03-24,547651,1690400,22212.0,United Kingdom,FOUR HOOK  WHITE LOVEBIRDS,1,2.1,2.1,4,3,1.65,16904-22212,2.1,7.68,1.49,3.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,2.1,100.0
9115,2011-03-24,547651,1690400,22595.0,United Kingdom,GINGHAM HEART DECORATION,1,0.85,0.85,4,3,2.1,16904-22595,0.85,8.22,0.36,9.0,2011-03,2011-03,2011-03-24,True,0.036000000000000004,0.036000000000000004,0.814,95.76470588235294
9116,2011-03-24,547651,1690400,22249.0,United Kingdom,DECORATION WHITE CHICK MAGIC GARDEN,1,0.85,0.85,4,3,0.85,16904-22249,0.85,5.9,0.58,7.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,0.8049999999999999,94.70588235294117
9117,2011-03-24,547651,1690400,22288.0,United Kingdom,HANGING METAL RABBIT DECORATION,1,1.25,1.25,4,3,0.85,16904-22288,1.25,14.04,0.61,11.0,2011-03,2011-03,2011-03-24,True,0.045000000000000005,0.045000000000000005,1.205,96.4
9118,2011-03-24,547651,1690400,22595.0,United Kingdom,GINGHAM HEART DECORATION,1,0.85,0.85,4,3,1.25,16904-22595,0.85,8.22,0.36,9.0,2011-03,2011-03,2011-03-24,True,0.036000000000000004,0.036000000000000004,0.814,95.76470588235294
9119,2011-03-24,547651,1690400,85203.0,United Kingdom,HANGING WOOD AND FELT BUTTERFLY ,1,0.42,0.42,4,3,0.85,16904-85203,0.42,2.21,0.34,5.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,0.42,100.0
9120,2011-03-24,547651,1690400,84457.0,United Kingdom,SET3 RABBITS FLOWER SKIPPPING ROPE,1,0.85,0.85,4,3,0.42,16904-84457,0.85,2.47,0.48,3.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,0.7869999999999999,92.58823529411764
9121,2011-03-24,547651,1690400,22293.0,United Kingdom,HANGING CHICK GREEN DECORATION,1,1.45,1.45,4,3,0.85,16904-22293,1.45,10.86,1.04,7.0,2011-03,2011-03,2011-03-24,True,0.054,0.054,1.396,96.27586206896551
9122,2011-03-24,547651,1690400,21386.0,United Kingdom,IVORY HANGING DECORATION  EGG,3,0.85,2.55,4,3,1.45,16904-21386,0.28,6.32,0.49,6.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.18900000000000006,2.3609999999999998,92.58823529411765
9123,2011-03-24,547651,1690400,22285.0,United Kingdom,HANGING HEN ON NEST DECORATION,1,1.65,1.65,4,3,2.55,16904-22285,1.65,11.67,0.76,7.0,2011-03,2011-03,2011-03-24,True,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9124,2011-03-24,547651,1690400,21158.0,United Kingdom,MOODY GIRL DOOR HANGER ,1,1.45,1.45,4,3,1.65,16904-21158,1.45,3.56,1.38,2.0,2011-03,2011-03,2011-03-24,True,0.108,0.108,1.3419999999999999,92.55172413793102
9125,2011-03-24,547651,1690400,21248.0,United Kingdom,DOOR HANGER  MUM  DADS ROOM,1,1.45,1.45,4,3,1.45,16904-21248,1.45,4.96,1.65,3.0,2011-03,2011-03,2011-03-24,True,0.432,0.432,1.018,70.20689655172414
9126,2011-03-24,547651,1690400,21165.0,United Kingdom,BEWARE OF THE CAT METAL SIGN ,1,1.69,1.69,4,3,1.45,16904-21165,1.69,12.2,1.03,7.0,2011-03,2011-03,2011-03-24,True,0.027,0.027,1.663,98.40236686390533
9127,2011-03-24,547651,1690400,85152.0,United Kingdom,HAND OVER THE CHOCOLATE   SIGN ,2,2.1,4.2,4,3,1.69,16904-85152,1.05,16.72,1.1,8.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,4.2,100.0
9128,2011-03-24,547651,1690400,22117.0,United Kingdom,METAL SIGN HER DINNER IS SERVED ,1,2.95,2.95,4,3,4.2,16904-22117,2.95,7.87,2.13,3.0,2011-03,2011-03,2011-03-24,True,0.441,0.441,2.5090000000000003,85.05084745762713
9129,2011-03-24,547651,1690400,21907.0,United Kingdom,IM ON HOLIDAY METAL SIGN,1,2.1,2.1,4,3,2.95,16904-21907,2.1,13.43,1.45,6.0,2011-03,2011-03,2011-03-24,True,0.135,0.135,1.965,93.57142857142857
9130,2011-03-24,547651,1690400,21770.0,United Kingdom,OPEN CLOSED METAL SIGN,2,4.95,9.9,4,3,2.1,16904-21770,2.48,11.55,3.68,2.0,2011-03,2011-03,2011-03-24,True,0.369,0.738,9.162,92.54545454545455
9131,2011-03-24,547651,1690400,22456.0,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,1,4.95,4.95,4,3,9.9,16904-22456,4.95,17.25,4.36,3.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,4.95,100.0
9132,2011-03-24,547651,1690400,22456.0,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,2,4.95,9.9,4,3,4.95,16904-22456,2.48,17.25,4.36,3.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,9.9,100.0
9133,2011-03-24,547651,1690400,85123.0,United Kingdom,WHITE HANGING HEART TLIGHT HOLDER,4,2.95,11.8,4,3,9.9,16904-85123,0.74,28.18,0.89,10.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,11.8,100.0
9134,2011-03-24,547651,1690400,22804.0,United Kingdom,CANDLEHOLDER PINK HANGING HEART,2,2.95,5.9,4,3,11.8,16904-22804,1.48,14.83,1.26,5.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,5.9,100.0
9135,2011-03-24,547651,1690400,84763.0,United Kingdom,ZINC FINISH 15CM PLANTER POTS,8,1.25,10.0,4,3,5.9,16904-84763,0.16,18.81,0.29,16.0,2011-03,2011-03,2011-03-24,True,0.009000000000000001,0.07200000000000001,9.928,99.28000000000002
9136,2011-03-24,547651,1690400,22432.0,United Kingdom,WATERING CAN PINK BUNNY,3,1.95,5.85,4,3,10.0,16904-22432,0.65,16.37,1.33,9.0,2011-03,2011-03,2011-03-24,True,0.027,0.081,5.768999999999999,98.6153846153846
9137,2011-03-24,547651,1690400,22431.0,United Kingdom,WATERING CAN BLUE ELEPHANT,1,1.95,1.95,4,3,5.85,16904-22431,1.95,12.35,1.72,7.0,2011-03,2011-03,2011-03-24,True,0.018000000000000002,0.018000000000000002,1.932,99.07692307692308
9138,2011-03-24,547651,1690400,22432.0,United Kingdom,WATERING CAN PINK BUNNY,1,1.95,1.95,4,3,1.95,16904-22432,1.95,16.37,1.33,9.0,2011-03,2011-03,2011-03-24,True,0.027,0.027,1.923,98.61538461538461
9139,2011-03-24,547651,1690400,22431.0,United Kingdom,WATERING CAN BLUE ELEPHANT,1,1.95,1.95,4,3,1.95,16904-22431,1.95,12.35,1.72,7.0,2011-03,2011-03,2011-03-24,True,0.018000000000000002,0.018000000000000002,1.932,99.07692307692308
9140,2011-03-24,547651,1690400,85175.0,United Kingdom,CACTI TLIGHT CANDLES,32,0.42,13.44,4,3,1.95,16904-85175,0.01,12.02,0.57,-88.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,13.44,100.0
9141,2011-03-24,547651,1690400,22968.0,United Kingdom,ROSE COTTAGE KEEPSAKE BOX ,1,9.95,9.95,4,3,13.44,16904-22968,9.95,35.15,7.49,4.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,9.95,100.0
9142,2011-03-24,547651,1690400,22501.0,United Kingdom,PICNIC BASKET WICKER LARGE,1,9.95,9.95,4,3,9.95,16904-22501,9.95,24.39,9.42,2.0,2011-03,2011-03,2011-03-24,True,0.0,0.0,9.95,100.0
9143,2011-03-24,547651,1690400,22782.0,United Kingdom,SET 3 WICKER STORAGE BASKETS ,1,24.95,24.95,4,3,9.95,16904-22782,24.95,24.95,24.95,1.0,2011-03,2011-03,2011-03-24,True,11.232000000000001,11.232000000000001,13.717999999999998,54.9819639278557
9144,2011-03-24,547651,1690400,22444.0,United Kingdom,GROW YOUR OWN PLANT IN A CAN ,48,1.25,60.0,4,3,24.95,16904-22444,0.03,25.54,0.11,32.0,2011-03,2011-03,2011-03-24,True,0.027,1.296,58.704,97.84
9145,2011-03-24,547652,1460600,37450.0,United Kingdom,CERAMIC CAKE BOWL  HANGING CAKES,1,2.95,2.95,4,3,60.0,14606-37450,2.95,15.67,0.73,6.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,2.95,100.0
9146,2011-03-24,547652,1460600,21447.0,United Kingdom,12 IVORY ROSE PEG PLACE SETTINGS,24,1.25,30.0,4,3,2.95,14606-21447,0.05,10.94,0.74,8.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,30.0,100.0
9147,2011-03-24,547652,1460600,21445.0,United Kingdom,12 PINK ROSE PEG PLACE SETTINGS,96,1.25,120.0,4,3,30.0,14606-21445,0.01,21.07,0.39,17.0,2011-03,2011-03,2011-03-21,False,0.009000000000000001,0.8640000000000001,119.136,99.28
9148,2011-03-24,547652,1460600,21471.0,United Kingdom,STRAWBERRY RAFFIA FOOD COVER,2,3.75,7.5,4,3,120.0,14606-21471,1.88,24.07,1.85,8.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,7.5,100.0
9149,2011-03-24,547652,1460600,22221.0,United Kingdom,CAKE STAND LOVEBIRD 2 TIER PINK,1,9.95,9.95,4,3,7.5,14606-22221,9.95,24.32,5.25,2.0,2011-03,2011-03,2011-03-21,False,2.241,2.241,7.709,77.47738693467336
9150,2011-03-24,547652,1460600,22851.0,United Kingdom,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,0.85,0.85,4,3,9.95,14606-22851,0.85,9.18,0.32,11.0,2011-03,2011-03,2011-03-21,False,0.009000000000000001,0.009000000000000001,0.841,98.94117647058823
9151,2011-03-24,547652,1460600,22348.0,United Kingdom,TEA BAG PLATE RED RETROSPOT,1,0.85,0.85,4,3,0.85,14606-22348,0.85,8.07,0.57,8.0,2011-03,2011-03,2011-03-21,False,0.009000000000000001,0.009000000000000001,0.841,98.94117647058823
9152,2011-03-24,547652,1460600,21555.0,United Kingdom,CERAMIC STRAWBERRY TRINKET TRAY,1,2.55,2.55,4,3,0.85,14606-21555,2.55,5.95,0.99,80.0,2011-03,2011-03,2011-03-21,False,0.387,0.387,2.163,84.82352941176471
9153,2011-03-24,547652,1460600,21364.0,United Kingdom,PEACE SMALL WOOD LETTERS,1,6.75,6.75,4,3,2.55,14606-21364,6.75,6.75,6.75,1.0,2011-03,2011-03,2011-03-21,False,6.075,6.075,0.6749999999999998,9.999999999999998
9154,2011-03-24,547652,1460600,21664.0,United Kingdom,RIDGED GLASS STORAGE JAR CREAM LID,1,3.75,3.75,4,3,6.75,14606-21664,3.75,5.0,3.13,1.0,2011-03,2011-03,2011-03-21,False,0.846,0.846,2.904,77.44
9155,2011-03-24,547652,1460600,21041.0,United Kingdom,RED RETROSPOT OVEN GLOVE DOUBLE,1,2.95,2.95,4,3,3.75,14606-21041,2.95,19.01,2.29,4.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,2.95,100.0
9156,2011-03-24,547652,1460600,22195.0,United Kingdom,LARGE HEART MEASURING SPOONS,1,1.65,1.65,4,3,2.95,14606-22195,1.65,12.03,1.14,7.0,2011-03,2011-03,2011-03-21,False,0.06300000000000001,0.06300000000000001,1.587,96.18181818181817
9157,2011-03-24,547652,1460600,82583.0,United Kingdom,HOT BATHS METAL SIGN,1,2.1,2.1,4,3,1.65,14606-82583,2.1,22.4,1.29,9.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,2.1,100.0
9158,2011-03-24,547652,1460600,20727.0,United Kingdom,LUNCH BAG  BLACK SKULL,1,1.65,1.65,4,3,2.1,14606-20727,1.65,15.34,1.06,9.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,1.65,100.0
9159,2011-03-24,547652,1460600,20726.0,United Kingdom,LUNCH BAG WOODLAND,1,1.65,1.65,4,3,1.65,14606-20726,1.65,18.73,1.07,11.0,2011-03,2011-03,2011-03-21,False,0.0,0.0,1.65,100.0
9160,2011-03-24,547652,1460600,21311.0,United Kingdom,SET4 BIRD MIRROR MAGNETS ,1,2.1,2.1,4,3,1.65,14606-21311,2.1,2.1,2.1,1.0,2011-03,2011-03,2011-03-21,False,0.315,0.315,1.7850000000000001,85.0
9161,2011-03-24,547652,1460600,22261.0,United Kingdom,FELT EGG COSY WHITE RABBIT ,1,0.85,0.85,4,3,2.1,14606-22261,0.85,5.58,0.48,6.0,2011-03,2011-03,2011-03-21,False,0.054,0.054,0.7959999999999999,93.6470588235294
9162,2011-03-24,547652,1460600,85129.0,United Kingdom,BEADED CRYSTAL HEART PINK SMALL,1,1.25,1.25,4,3,0.85,14606-85129,1.25,4.53,1.48,3.0,2011-03,2011-03,2011-03-21,False,0.036000000000000004,0.036000000000000004,1.214,97.11999999999999
9163,2011-03-24,547652,1460600,21889.0,United Kingdom,WOODEN BOX OF DOMINOES,1,1.25,1.25,4,3,1.25,14606-21889,1.25,22.72,0.46,18.0,2011-03,2011-03,2011-03-21,False,0.045000000000000005,0.045000000000000005,1.205,96.4
