,InvoiceDate,InvoiceNo,CustomerID,StockCode,Country,Description,Quantity,Price,Revenue,DayOfWeek,Month,RevenueLag_1Day,PurchaseID,UnitPrice,AvgMonthlyProductRevenue,AvgMonthlyUnitPrice,AvgMonthlyQuantitySold,Cohort,OrderMonth,FirstPurchaseDate,IsFirstPurchase,UnitCost,TotalCost,GrossProfit,GrossMargin,TransactionType
8995,2011-03-28,547924,1774900,214570,United Kingdom,2 PICTURE BOOK EGGS EASTER DUCKS,12,1.25,15.0,1,3,17.0,17749-21457,0.1,6.39,1.33,5.0,2011-03,2011-03,2011-03-28,True,0.09,1.08,13.92,92.8,Purchase
8996,2011-03-28,547924,1774900,213850,United Kingdom,IVORY HANGING DECORATION  HEART,24,0.85,20.4,1,3,15.0,17749-21385,0.04,12.12,0.47,14.0,2011-03,2011-03,2011-03-28,True,0.009,0.216,20.184,98.94117647058825,Purchase
8997,2011-03-28,547924,1774900,226680,United Kingdom,PINK BABY BUNTING,5,2.95,14.75,1,3,20.4,17749-22668,0.59,17.6,2.22,6.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,14.75,100.0,Purchase
8998,2011-03-28,547924,1774900,475660,United Kingdom,PARTY BUNTING,4,4.95,19.8,1,3,14.75,17749-47566,1.24,45.86,2.42,8.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,19.8,100.0,Purchase
8999,2011-03-28,547924,1774900,222120,United Kingdom,FOUR HOOK  WHITE LOVEBIRDS,6,2.1,12.6,1,3,19.8,17749-22212,0.35,7.68,1.49,3.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,12.6,100.0,Purchase
9000,2011-03-28,547924,1774900,225950,United Kingdom,GINGHAM HEART DECORATION,12,0.85,10.2,1,3,12.6,17749-22595,0.07,8.22,0.36,9.0,2011-03,2011-03,2011-03-28,True,0.036,0.432,9.768,95.76470588235294,Purchase
9001,2011-03-28,547924,1774900,851290,United Kingdom,BEADED CRYSTAL HEART PINK SMALL,12,1.25,15.0,1,3,10.2,17749-85129,0.1,4.53,1.48,3.0,2011-03,2011-03,2011-03-28,True,0.036,0.432,14.568,97.12,Purchase
9002,2011-03-28,547935,1587400,226560,United Kingdom,VINTAGE BLUE KITCHEN CABINET,1,125.0,125.0,1,3,15.0,15874-22656,125.0,202.5,171.25,1.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,125.0,100.0,Purchase
9003,2011-03-28,547935,1587400,850280,United Kingdom,FRENCH CHATEAU SMALL FRUITBOWL,1,1.95,1.95,1,3,125.0,15874-85028,1.95,4.22,0.69,6.0,2011-03,2011-03,2011-03-28,True,0.288,0.288,1.662,85.23076923076923,Purchase
9004,2011-03-28,547935,1587400,220530,United Kingdom,EMPIRE DESIGN ROSETTE,25,1.25,31.25,1,3,1.95,15874-22053,0.05,23.56,0.19,21.0,2011-03,2011-03,2011-03-28,True,0.045,1.1250000000000002,30.125,96.4,Purchase
9005,2011-03-28,547935,1587400,850270,United Kingdom,FRENCH CHATEAU LARGE PLATTER ,2,1.95,3.9,1,3,31.25,15874-85027,0.98,5.57,0.51,3.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,3.9,100.0,Purchase
9006,2011-03-28,547935,1587400,215340,United Kingdom,DAIRY MAID LARGE MILK JUG,1,4.95,4.95,1,3,3.9,15874-21534,4.95,9.2,2.91,2.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,4.95,100.0,Purchase
9007,2011-03-28,547935,1587400,217610,United Kingdom,WOOD AND GLASS MEDICINE CABINET,1,29.95,29.95,1,3,4.95,15874-21761,29.95,29.95,29.95,1.0,2011-03,2011-03,2011-03-28,True,26.955,26.955,2.995000000000001,10.000000000000004,Purchase
9008,2011-03-28,547935,1587400,229140,United Kingdom,BLUE COAT RACK PARIS FASHION,6,4.95,29.7,1,3,29.95,15874-22914,0.83,9.7,3.76,2.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,29.7,100.0,Purchase
9009,2011-03-28,547935,1587400,216260,United Kingdom,VINTAGE UNION JACK PENNANT,7,1.95,13.65,1,3,29.7,15874-21626,0.28,18.5,0.47,9.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,13.65,100.0,Purchase
9010,2011-03-28,547936,1587400,481870,United Kingdom,DOORMAT NEW ENGLAND,2,7.95,15.9,1,3,13.65,15874-48187,3.98,27.24,4.87,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,15.9,100.0,Purchase
9011,2011-03-28,547936,1587400,206770,United Kingdom,PINK POLKADOT BOWL,8,1.25,10.0,1,3,15.9,15874-20677,0.16,22.61,0.63,20.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,10.0,100.0,Purchase
9012,2011-03-28,547936,1587400,226990,United Kingdom,ROSES REGENCY TEACUP AND SAUCER ,2,2.95,5.9,1,3,10.0,15874-22699,1.48,23.23,1.5,8.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,5.9,100.0,Purchase
9013,2011-03-28,547936,1587400,219870,United Kingdom,PACK OF 6 SKULL PAPER CUPS,1,0.65,0.65,1,3,5.9,15874-21987,0.65,4.29,0.16,7.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,0.65,100.0,Purchase
9014,2011-03-28,547936,1587400,223270,United Kingdom,ROUND SNACK BOXES SET OF 4 SKULLS,1,2.95,2.95,1,3,0.65,15874-22327,2.95,23.97,3.33,8.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.95,100.0,Purchase
9015,2011-03-28,547936,1587400,229680,United Kingdom,ROSE COTTAGE KEEPSAKE BOX ,1,9.95,9.95,1,3,2.95,15874-22968,9.95,35.15,7.49,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,9.95,100.0,Purchase
9016,2011-03-28,547936,1587400,223320,United Kingdom,SKULLS PARTY BAG  STICKER SET,2,1.65,3.3,1,3,9.95,15874-22332,0.83,15.27,0.7,10.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,3.3,100.0,Purchase
9017,2011-03-28,547936,1587400,223330,United Kingdom,RETROSPOT PARTY BAG  STICKER SET,1,1.65,1.65,1,3,3.3,15874-22333,1.65,21.38,0.66,14.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,1.65,100.0,Purchase
9018,2011-03-28,547936,1587400,219880,United Kingdom,PACK OF 6 SKULL PAPER PLATES,2,0.85,1.7,1,3,1.65,15874-21988,0.43,6.63,0.21,8.0,2011-03,2011-03,2011-03-28,True,0.036,0.072,1.628,95.76470588235294,Purchase
9019,2011-03-28,547936,1587400,219890,United Kingdom,PACK OF 20 SKULL PAPER NAPKINS,1,0.85,0.85,1,3,1.7,15874-21989,0.85,9.27,0.44,10.0,2011-03,2011-03,2011-03-28,True,0.036,0.036,0.814,95.76470588235294,Purchase
9020,2011-03-28,547936,1587400,226290,United Kingdom,SPACEBOY LUNCH BOX ,1,1.95,1.95,1,3,0.85,15874-22629,1.95,44.26,0.84,25.0,2011-03,2011-03,2011-03-28,True,0.009,0.009,1.941,99.53846153846156,Purchase
9021,2011-03-28,547936,1587400,475030,United Kingdom,ASS FLORAL PRINT MULTI SCREWDRIVER,1,1.25,1.25,1,3,1.95,15874-47503,1.25,16.9,0.98,16.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,1.25,100.0,Purchase
9022,2011-03-28,547937,1506800,217920,United Kingdom,CLASSIC FRENCH STYLE BASKET GREEN ,2,6.75,13.5,1,3,1.25,15068-21792,3.38,16.2,3.49,2.0,2011-03,2011-03,2011-03-28,True,0.144,0.288,13.212,97.86666666666667,Purchase
9023,2011-03-28,547937,1506800,225660,United Kingdom,FELTCRAFT HAIRBAND PINK AND PURPLE,4,0.85,3.4,1,3,13.5,15068-22566,0.21,5.15,0.5,6.0,2011-03,2011-03,2011-03-28,True,0.063,0.252,3.148,92.58823529411764,Purchase
9024,2011-03-28,547937,1506800,841990,United Kingdom,GLOW IN DARK DOLPHINS,4,0.21,0.84,1,3,3.4,15068-84199,0.05,0.76,0.06,4.0,2011-03,2011-03,2011-03-28,True,0.045,0.18,0.6599999999999999,78.57142857142857,Purchase
9025,2011-03-28,547937,1506800,845690,United Kingdom,PACK 6 HEARTICECREAM PATCHES,3,1.25,3.75,1,3,0.84,15068-84569,0.42,9.77,0.68,7.0,2011-03,2011-03,2011-03-28,True,0.09,0.27,3.48,92.8,Purchase
9026,2011-03-28,547937,1506800,224370,United Kingdom,SET OF 9 BLACK SKULL BALLOONS,5,0.85,4.25,1,3,3.75,15068-22437,0.17,12.37,0.24,14.0,2011-03,2011-03,2011-03-28,True,0.036,0.18,4.07,95.76470588235296,Purchase
9027,2011-03-28,547937,1506800,221500,United Kingdom,3 STRIPEY MICE FELTCRAFT,3,1.95,5.85,1,3,4.25,15068-22150,0.65,12.93,0.53,7.0,2011-03,2011-03,2011-03-28,True,0.072,0.216,5.634,96.3076923076923,Purchase
9028,2011-03-28,547937,1506800,221470,United Kingdom,FELTCRAFT BUTTERFLY HEARTS,3,1.45,4.35,1,3,5.85,15068-22147,0.48,11.62,0.53,8.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,4.35,100.0,Purchase
9029,2011-03-28,547937,1506800,221490,United Kingdom,FELTCRAFT 6 FLOWER FRIENDS,3,2.1,6.3,1,3,4.35,15068-22149,0.7,12.48,1.24,6.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,6.3,100.0,Purchase
9030,2011-03-28,547937,1506800,225640,United Kingdom,ALPHABET STENCIL CRAFT,2,1.25,2.5,1,3,6.3,15068-22564,0.63,9.61,0.89,8.0,2011-03,2011-03,2011-03-28,True,0.009,0.018,2.482,99.28000000000002,Purchase
9031,2011-03-28,547937,1506800,225630,United Kingdom,HAPPY STENCIL CRAFT,2,1.25,2.5,1,3,2.5,15068-22563,0.63,14.14,0.51,11.0,2011-03,2011-03,2011-03-28,True,0.009,0.018,2.482,99.28000000000002,Purchase
9032,2011-03-28,547937,1506800,225620,United Kingdom,MONSTERS STENCIL CRAFT,2,1.25,2.5,1,3,2.5,15068-22562,0.63,15.1,0.43,12.0,2011-03,2011-03,2011-03-28,True,0.009,0.018,2.482,99.28000000000002,Purchase
9033,2011-03-28,547937,1506800,222490,United Kingdom,DECORATION WHITE CHICK MAGIC GARDEN,2,0.85,1.7,1,3,2.5,15068-22249,0.43,5.9,0.58,7.0,2011-03,2011-03,2011-03-28,True,0.045,0.09,1.61,94.70588235294116,Purchase
9034,2011-03-28,547937,1506800,217050,United Kingdom,BAG 500g SWIRLY MARBLES,6,1.65,9.9,1,3,1.7,15068-21705,0.27,4.68,0.89,3.0,2011-03,2011-03,2011-03-28,True,0.063,0.3780000000000001,9.522,96.18181818181816,Purchase
9035,2011-03-28,547937,1506800,213820,United Kingdom,SET4 SPRING FLOWER DECORATION,1,2.95,2.95,1,3,9.9,15068-21382,2.95,10.95,1.83,4.0,2011-03,2011-03,2011-03-28,True,0.225,0.225,2.725,92.3728813559322,Purchase
9036,2011-03-28,547937,1506800,216350,United Kingdom,MADRAS NOTEBOOK LARGE ,1,3.75,3.75,1,3,2.95,15068-21635,3.75,5.61,5.61,1.0,2011-03,2011-03,2011-03-28,True,3.375,3.375,0.375,10.0,Purchase
9037,2011-03-28,547937,1506800,225610,United Kingdom,WOODEN SCHOOL COLOURING SET,2,1.65,3.3,1,3,3.75,15068-22561,0.83,19.55,0.43,12.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,3.3,100.0,Purchase
9038,2011-03-28,547937,1506800,216360,United Kingdom,MADRAS NOTEBOOK MEDIUM,3,2.55,7.65,1,3,3.3,15068-21636,0.85,7.65,0.85,3.0,2011-03,2011-03,2011-03-28,True,0.765,2.295,5.355,70.0,Purchase
9039,2011-03-28,547937,1506800,231760,United Kingdom,ABC TREASURE BOOK BOX ,1,2.25,2.25,1,3,7.65,15068-23176,2.25,13.92,0.99,6.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.25,100.0,Purchase
9040,2011-03-28,547937,1506800,231770,United Kingdom,TREASURE ISLAND BOOK BOX,1,2.25,2.25,1,3,2.25,15068-23177,2.25,14.67,1.19,5.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.25,100.0,Purchase
9041,2011-03-28,547937,1506800,231940,United Kingdom,GYMKHANA TREASURE BOOK BOX,1,2.25,2.25,1,3,2.25,15068-23194,2.25,13.92,1.29,5.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.25,100.0,Purchase
9042,2011-03-28,547937,1506800,220830,United Kingdom,PAPER CHAIN KIT RETROSPOT,2,2.95,5.9,1,3,2.25,15068-22083,1.48,30.27,1.91,11.0,2011-03,2011-03,2011-03-28,True,0.018,0.036,5.864000000000001,99.3898305084746,Purchase
9043,2011-03-28,547937,1506800,160100,United Kingdom,FOLDING CAMPING SCISSOR WKNIF  S,6,0.12,0.72,1,3,5.9,15068-16010,0.02,0.72,0.02,6.0,2011-03,2011-03,2011-03-28,True,0.018,0.108,0.612,85.0,Purchase
9044,2011-03-28,547937,1506800,221740,United Kingdom,PHOTO CUBE,2,1.65,3.3,1,3,0.72,15068-22174,0.83,16.51,1.18,9.0,2011-03,2011-03,2011-03-28,True,0.018,0.036,3.264,98.9090909090909,Purchase
9045,2011-03-28,547937,1506800,225600,United Kingdom,TRADITIONAL MODELLING CLAY,6,1.25,7.5,1,3,3.3,15068-22560,0.21,16.04,0.34,13.0,2011-03,2011-03,2011-03-28,True,0.018,0.108,7.392,98.56,Purchase
9046,2011-03-28,547937,1506800,229140,United Kingdom,BLUE COAT RACK PARIS FASHION,1,4.95,4.95,1,3,7.5,15068-22914,4.95,9.7,3.76,2.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,4.95,100.0,Purchase
9047,2011-03-28,547937,1506800,224980,United Kingdom,WOODEN REGATTA BUNTING,1,5.95,5.95,1,3,4.95,15068-22498,5.95,15.09,4.34,2.0,2011-03,2011-03,2011-03-28,True,0.5940000000000001,0.5940000000000001,5.356,90.01680672268907,Purchase
9048,2011-03-28,547937,1506800,222830,United Kingdom,6 EGG HOUSE PAINTED WOOD,1,7.95,7.95,1,3,5.95,15068-22283,7.95,17.05,7.17,2.0,2011-03,2011-03,2011-03-28,True,0.891,0.891,7.059,88.79245283018868,Purchase
9049,2011-03-28,547937,1506800,224230,United Kingdom,REGENCY CAKESTAND 3 TIER,1,12.75,12.75,1,3,7.95,15068-22423,12.75,73.5,5.72,6.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,12.75,100.0,Purchase
9050,2011-03-28,547937,1506800,213740,United Kingdom,MIRRORED WALL ART SKULLS,1,3.75,3.75,1,3,12.75,15068-21374,3.75,11.23,2.12,2.0,2011-03,2011-03,2011-03-28,True,0.027,0.027,3.723,99.28,Purchase
9051,2011-03-28,547937,1506800,213650,United Kingdom,MIRRORED WALL ART STARS,1,2.95,2.95,1,3,3.75,15068-21365,2.95,8.09,2.58,2.0,2011-03,2011-03,2011-03-28,True,0.882,0.882,2.068,70.10169491525423,Purchase
9052,2011-03-28,547937,1506800,227440,United Kingdom,MAKE YOUR OWN MONSOON CARD KIT,1,2.95,2.95,1,3,2.95,15068-22744,2.95,14.08,1.76,5.0,2011-03,2011-03,2011-03-28,True,0.108,0.108,2.842,96.33898305084746,Purchase
9053,2011-03-28,547937,1506800,227420,United Kingdom,MAKE YOUR OWN PLAYTIME CARD KIT,1,2.95,2.95,1,3,2.95,15068-22742,2.95,22.66,1.96,8.0,2011-03,2011-03,2011-03-28,True,0.441,0.441,2.5090000000000003,85.05084745762713,Purchase
9054,2011-03-28,547937,1506800,229690,United Kingdom,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,1,3,2.95,15068-22969,0.12,33.62,0.4,24.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,17.4,100.0,Purchase
9055,2011-03-28,547937,1506800,212700,United Kingdom,ANTIQUE CREAM CUTLERY CUPBOARD,1,12.75,12.75,1,3,17.4,15068-21270,12.75,12.75,12.75,1.0,2011-03,2011-03,2011-03-28,True,11.475,11.475,1.2750000000000004,10.000000000000004,Purchase
9056,2011-03-28,547937,1506800,161690,United Kingdom,WRAP DAISY CARPET ,25,0.42,10.5,1,3,12.75,15068-16169,0.02,9.45,0.02,22.0,2011-03,2011-03,2011-03-28,True,0.018,0.45,10.05,95.71428571428572,Purchase
9057,2011-03-28,547937,1506800,226220,United Kingdom,BOX OF VINTAGE ALPHABET BLOCKS,1,9.95,9.95,1,3,10.5,15068-22622,9.95,58.52,5.1,6.0,2011-03,2011-03,2011-03-28,True,0.315,0.315,9.635,96.83417085427136,Purchase
9058,2011-03-28,547937,1506800,714590,United Kingdom,HANGING JAM JAR TLIGHT HOLDER,12,0.85,10.2,1,3,9.95,15068-71459,0.07,21.28,0.08,27.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,10.2,100.0,Purchase
9059,2011-03-28,547937,1506800,824830,United Kingdom,WOOD 2 DRAWER CABINET WHITE FINISH,2,6.95,13.9,1,3,10.2,15068-82483,3.48,18.39,3.1,2.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,13.9,100.0,Purchase
9060,2011-03-28,547937,1506800,824860,United Kingdom,WOOD S3 CABINET ANT WHITE FINISH,2,8.95,17.9,1,3,13.9,15068-82486,4.47,29.95,4.15,3.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,17.9,100.0,Purchase
9061,2011-03-28,547938,1390100,222880,United Kingdom,HANGING METAL RABBIT DECORATION,24,1.25,30.0,1,3,17.9,13901-22288,0.05,14.04,0.61,11.0,2011-03,2011-03,2011-03-28,True,0.045,1.08,28.92,96.4,Purchase
9062,2011-03-28,547938,1390100,222890,United Kingdom,HANGING METAL CHICKEN DECORATION,24,1.25,30.0,1,3,30.0,13901-22289,0.05,10.41,0.71,8.0,2011-03,2011-03,2011-03-28,True,0.045,1.08,28.92,96.4,Purchase
9063,2011-03-28,547938,1390100,222910,United Kingdom,HANGING CHICK CREAM DECORATION,24,1.45,34.8,1,3,30.0,13901-22291,0.06,17.59,0.86,12.0,2011-03,2011-03,2011-03-28,True,0.027,0.648,34.151999999999994,98.13793103448276,Purchase
9064,2011-03-28,547938,1390100,359150,United Kingdom,BLUE KNITTED HEN ,6,1.65,9.9,1,3,34.8,13901-35915,0.27,5.53,0.34,5.0,2011-03,2011-03,2011-03-28,True,0.126,0.7560000000000002,9.144,92.36363636363636,Purchase
9065,2011-03-28,547938,1390100,359150,United Kingdom,PEACH KNITTED HEN ,6,1.65,9.9,1,3,9.9,13901-35915,0.27,5.53,0.34,5.0,2011-03,2011-03,2011-03-28,True,0.126,0.7560000000000002,9.144,92.36363636363636,Purchase
9066,2011-03-28,547938,1390100,228290,United Kingdom,SWEETHEART WIRE WALL TIDY,2,9.95,19.9,1,3,9.9,13901-22829,4.97,18.81,7.43,2.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,19.9,100.0,Purchase
9067,2011-03-28,547938,1390100,226980,United Kingdom,PINK REGENCY TEACUP AND SAUCER,6,2.95,17.7,1,3,19.9,13901-22698,0.49,13.36,1.49,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,17.7,100.0,Purchase
9068,2011-03-28,547938,1390100,226990,United Kingdom,ROSES REGENCY TEACUP AND SAUCER ,6,2.95,17.7,1,3,17.7,13901-22699,0.49,23.23,1.5,8.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,17.7,100.0,Purchase
9069,2011-03-28,547938,1390100,226970,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,6,2.95,17.7,1,3,17.7,13901-22697,0.49,14.37,1.64,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,17.7,100.0,Purchase
9070,2011-03-28,547938,1390100,901640,United Kingdom,PINK ROSEBUD PEARL BRACELET,2,7.5,15.0,1,3,17.7,13901-90164,3.75,15.0,3.75,2.0,2011-03,2011-03,2011-03-28,True,3.375,6.75,8.25,55.00000000000001,Purchase
9071,2011-03-28,547938,1390100,901240,United Kingdom,PINK MURANO TWIST NECKLACE,1,9.95,9.95,1,3,15.0,13901-90124,9.95,9.96,9.96,1.0,2011-03,2011-03,2011-03-28,True,8.955,8.955,0.9949999999999992,9.999999999999991,Purchase
9072,2011-03-28,547938,1390100,901240,United Kingdom,BLUE MURANO TWIST NECKLACE,1,9.95,9.95,1,3,9.95,13901-90124,9.95,9.96,9.96,1.0,2011-03,2011-03,2011-03-28,True,8.955,8.955,0.9949999999999992,9.999999999999991,Purchase
9073,2011-03-28,547938,1390100,901240,United Kingdom,GREEN MURANO TWIST NECKLACE,1,9.95,9.95,1,3,9.95,13901-90124,9.95,9.96,9.96,1.0,2011-03,2011-03,2011-03-28,True,8.955,8.955,0.9949999999999992,9.999999999999991,Purchase
9074,2011-03-28,547938,1390100,218470,United Kingdom,GREEN  DIAMANTE PEN IN GIFT BOX,3,4.95,14.85,1,3,9.95,13901-21847,1.65,14.85,1.65,3.0,2011-03,2011-03,2011-03-28,True,1.485,4.455,10.395,70.0,Purchase
9075,2011-03-28,547938,1390100,218510,United Kingdom,LILAC DIAMANTE PEN IN GIFT BOX,3,4.95,14.85,1,3,14.85,13901-21851,1.65,5.92,3.72,1.0,2011-03,2011-03,2011-03-28,True,1.485,4.455,10.395,70.0,Purchase
9076,2011-03-28,547938,1390100,218490,United Kingdom,SILVER DIAMANTE PEN IN GIFT BOX,3,4.95,14.85,1,3,14.85,13901-21849,1.65,9.49,2.89,2.0,2011-03,2011-03,2011-03-28,True,1.485,4.455,10.395,70.0,Purchase
9077,2011-03-28,547938,1390100,218460,United Kingdom,PINK DIAMANTE PEN IN GIFT BOX,3,4.95,14.85,1,3,14.85,13901-21846,1.65,6.27,3.63,1.0,2011-03,2011-03,2011-03-28,True,1.485,4.455,10.395,70.0,Purchase
9078,2011-03-28,547938,1390100,218500,United Kingdom,BLUE  DIAMANTE PEN IN GIFT BOX,3,4.95,14.85,1,3,14.85,13901-21850,1.65,9.49,2.89,2.0,2011-03,2011-03,2011-03-28,True,1.485,4.455,10.395,70.0,Purchase
9079,2011-03-28,547938,1390100,227400,United Kingdom,POLKADOT PEN,48,0.85,40.8,1,3,14.85,13901-22740,0.02,38.33,0.37,47.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,40.8,100.0,Purchase
9080,2011-03-28,547938,1390100,227410,United Kingdom,FUNKY DIVA PEN,48,0.85,40.8,1,3,40.8,13901-22741,0.02,68.42,0.02,88.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,40.8,100.0,Purchase
9081,2011-03-28,547938,1390100,216090,United Kingdom,SET 12 LAVENDER  BOTANICAL TLIGHTS,6,2.95,17.7,1,3,40.8,13901-21609,0.49,11.3,1.65,4.0,2011-03,2011-03,2011-03-28,True,0.027,0.162,17.538,99.08474576271186,Purchase
9082,2011-03-28,547938,1390100,216130,United Kingdom,S12 VANILLA  BOTANICAL TLIGHTS,6,2.95,17.7,1,3,17.7,13901-21613,0.49,14.46,0.82,0.0,2011-03,2011-03,2011-03-28,True,0.225,1.35,16.349999999999998,92.3728813559322,Purchase
9083,2011-03-28,547938,1390100,852310,United Kingdom,ORANGE SCENTED SET9 TLIGHTS,12,0.85,10.2,1,3,17.7,13901-85231,0.07,4.47,0.53,5.0,2011-03,2011-03,2011-03-28,True,0.009,0.108,10.092,98.94117647058825,Purchase
9084,2011-03-28,547939,1561100,224230,United Kingdom,REGENCY CAKESTAND 3 TIER,10,12.75,127.5,1,3,10.2,15611-22423,1.27,73.5,5.72,6.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,127.5,100.0,Purchase
9085,2011-03-28,547940,1681400,227710,United Kingdom,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,1.25,30.0,1,3,127.5,16814-22771,0.05,20.46,0.26,13.0,2011-03,2011-03,2011-03-28,True,0.009,0.216,29.784,99.28,Purchase
9086,2011-03-28,547940,1681400,227710,United Kingdom,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,1.25,30.0,1,3,30.0,16814-22771,0.05,20.46,0.26,13.0,2011-03,2011-03,2011-03-28,True,0.009,0.216,29.784,99.28,Purchase
9087,2011-03-28,547940,1681400,229260,United Kingdom,IVORY GIANT GARDEN THERMOMETER,2,5.95,11.9,1,3,30.0,16814-22926,2.98,26.97,2.67,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,11.9,100.0,Purchase
9088,2011-03-28,547940,1681400,214300,United Kingdom,SET3 RED GINGHAM ROSE STORAGE BOX,2,3.75,7.5,1,3,11.9,16814-21430,1.88,17.91,2.47,5.0,2011-03,2011-03,2011-03-28,True,0.126,0.252,7.248,96.64,Purchase
9089,2011-03-28,547940,1681400,227200,United Kingdom,SET OF 3 CAKE TINS PANTRY DESIGN ,2,4.95,9.9,1,3,7.5,16814-22720,2.48,21.24,2.38,4.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,9.9,100.0,Purchase
9090,2011-03-28,547940,1681400,216090,United Kingdom,SET 12 LAVENDER  BOTANICAL TLIGHTS,3,2.95,8.85,1,3,9.9,16814-21609,0.98,11.3,1.65,4.0,2011-03,2011-03,2011-03-28,True,0.027,0.081,8.769,99.08474576271186,Purchase
9091,2011-03-28,547940,1681400,219770,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,1,0.55,0.55,1,3,8.85,16814-21977,0.55,14.53,0.38,28.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,0.55,100.0,Purchase
9092,2011-03-28,547940,1681400,212120,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,1,0.55,0.55,1,3,0.55,16814-21212,0.55,18.06,0.2,31.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,0.55,100.0,Purchase
9093,2011-03-28,547940,1681400,224800,United Kingdom,RED TEA TOWEL CLASSIC DESIGN,3,1.25,3.75,1,3,0.55,16814-22480,0.42,7.13,0.37,6.0,2011-03,2011-03,2011-03-28,True,0.09,0.27,3.48,92.8,Purchase
9094,2011-03-28,547940,1681400,224820,United Kingdom,BLUE TEA TOWEL CLASSIC DESIGN,3,1.25,3.75,1,3,3.75,16814-22482,0.42,4.11,0.32,-6.0,2011-03,2011-03,2011-03-28,True,0.09,0.27,3.48,92.8,Purchase
9095,2011-03-28,547940,1681400,229070,United Kingdom,PACK OF 20 NAPKINS PANTRY DESIGN,3,0.85,2.55,1,3,3.75,16814-22907,0.28,9.47,0.34,10.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.55,100.0,Purchase
9096,2011-03-28,547940,1681400,224990,United Kingdom,WOODEN UNION JACK BUNTING,4,5.95,23.8,1,3,2.55,16814-22499,1.49,38.9,2.62,7.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,23.8,100.0,Purchase
9097,2011-03-28,547940,1681400,220840,United Kingdom,PAPER CHAIN KIT EMPIRE,1,2.95,2.95,1,3,23.8,16814-22084,2.95,35.95,1.04,11.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,2.95,100.0,Purchase
9098,2011-03-28,547940,1681400,848790,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,54.08,1,3,2.95,16814-84879,0.05,37.22,0.16,23.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,54.08,100.0,Purchase
9099,2011-03-28,547940,1681400,710380,United Kingdom,WHITE HANGING BEADS CANDLE HOLDER,4,5.45,21.8,1,3,54.08,16814-71038,1.36,18.72,2.92,25.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,21.8,100.0,Purchase
9100,2011-03-28,547940,1681400,218770,United Kingdom,HOME SWEET HOME MUG,6,1.25,7.5,1,3,21.8,16814-21877,0.21,14.16,0.42,12.0,2011-03,2011-03,2011-03-28,True,0.0,0.0,7.5,100.0,Purchase
