CustomerID,TotalQuantityFirstPurchase,TotalItemsFirstPurchase,TotalRevenueFirstPurchase,UniqueProductsFirstPurchase
1655600,167,18,318.07,18
1655800,85,16,313.55,16
1658400,488,14,611.94,14
1658600,95,8,463.95,8
1658700,71,13,225.15,13
1659200,345,19,347.47,19
1660000,186,9,111.6,9
1660700,163,11,141.41,11
1660900,255,35,557.53,34
1661000,66,6,75.66,5
1661100,-1,1,-8.5,1
1661700,91,5,151.85,5
1661800,242,9,354.65999999999997,9
1661900,133,14,226.21,13
1662000,48,5,95.76,5
1662100,95,12,327.85,12
1662300,39,5,129.45,5
1662600,359,47,795.75,47
1662800,162,21,360.65,21
1663300,177,26,447.52,25
1663400,18,1,53.1,1
1663700,140,16,303.62,16
1663800,38,11,254.0,10
1663900,112,14,308.2,14
1664300,269,27,487.51,27
1664400,751,54,722.41,54
1665200,-2,3,-21.9,1
1665400,145,14,274.45,14
1665600,312,3,357.12,3
1665700,463,76,242.55,63
1666000,96,1,101.76,1
1666800,48,5,71.82000000000001,5
1667000,444,34,554.38,34
1667200,472,21,1175.44,21
1667600,134,19,329.24,19
1667800,188,17,282.6,17
1668100,246,12,301.6,12
1668400,3148,17,4819.08,17
1668600,80,9,141.68,9
1669200,150,1,1117.5,1
1669600,12,2,35.4,2
1669700,27,21,112.75,19
1669800,520,4,1182.0,4
1670000,440,30,483.3,29
1670100,232,10,353.3,10
1670500,477,24,1407.8999999999999,24
1670900,26,4,149.9,4
1671000,261,63,242.0,57
1671200,133,52,351.01,49
1671300,39,11,197.05,11
1671600,24,1,166.8,1
1671900,125,28,225.72,25
1672100,172,37,292.47,37
1672200,326,17,451.6,16
1672800,160,65,224.49,61
1672900,390,31,504.27,30
1673000,305,23,293.92,22
1673500,304,21,437.56,21
1674300,219,27,270.69,27
1674500,590,22,515.9,20
1674600,323,37,522.69,37
1674800,160,15,300.4,15
1675000,18,10,118.7,10
1675500,491,67,592.41,66
1675600,106,13,239.4,13
1676700,228,12,364.84,12
1676900,83,40,380.39,33
1677000,66,38,124.98,34
1677700,50,39,177.25,35
1677900,203,16,302.6,16
1678000,99,15,161.89,15
1678200,-2,2,-4.199999999999999,2
1678800,186,67,295.52,59
1679100,74,31,151.9,31
1680100,-186,45,-751.9,45
1680600,119,21,241.29,17
1680700,168,15,280.6,15
1680900,165,47,212.32999999999998,42
1681400,187,23,460.23,22
1681700,-16,2,-13.6,1
1682300,136,38,358.38,34
1683200,20,6,58.9,6
1683300,146,14,361.81,14
1683400,358,24,413.46,24
1683700,98,8,148.74,8
1683900,144,6,335.72,6
1684100,232,18,319.12,14
1684300,344,9,394.56,9
1685900,376,18,259.84,18
1687100,239,23,392.28999999999996,23
1687300,341,32,528.93,32
1687500,-1,1,-4.95,1
1688200,100,14,205.8,14
1688900,310,57,705.56,57
1690400,224,114,433.29,75
1690500,80,35,380.98,27
1690600,45,22,114.64,21
1690700,42,35,151.3,27
1691500,29,23,112.49,23
1691900,90,25,184.84,24
1692300,298,39,520.13,38
1692800,108,5,135.0,5
1693100,158,51,277.43,45
1693300,125,22,212.98,20
1694200,138,41,285.04,35
1694300,28,7,193.6,7
1694500,222,20,287.04,18
1694700,312,21,406.48,21
1694800,150,5,170.94,4
1694900,77,9,127.78999999999999,9
1695400,58,3,180.38,3
1695700,108,12,301.8,12
1696000,92,44,199.58,44
1696500,243,25,192.07,20
1696600,360,8,409.2,8
1698000,370,9,346.6,9
1698500,264,18,812.9,18
1699000,100,1,179.0,1
1699600,102,6,330.94,6
1700100,158,13,313.5,12
1700200,156,13,480.46,13
1700700,93,6,137.95,6
1701700,287,16,368.36,16
1701900,191,68,366.02,65
1702900,200,1,358.0,1
1703300,66,6,300.3,6
1703500,86,10,174.02,10
1704200,329,43,273.21,42
1704300,162,12,174.6,12
1704500,1,1,39.95,1
1704900,302,33,657.26,31
1705000,367,70,687.13,61
1705400,319,23,314.07,23
1705800,351,35,582.72,35
1705900,219,67,459.3,60
1706000,216,5,234.23999999999998,5
1706100,586,41,1938.75,39
1706800,83,11,185.85,11
1706900,229,25,476.37,25
1707100,148,22,204.78,22
1707500,57,19,113.12,15
1708500,151,27,244.5,26
1708800,355,55,1015.83,54
1709000,81,4,187.05,4
1709100,323,27,505.57,25
1709600,115,9,133.49,9
1710200,2,1,25.5,1
1710700,1025,104,2423.6,101
1710900,248,53,464.59,47
1711400,20,16,130.2,16
1711500,166,18,310.02,17
1712000,120,18,307.46,18
1713300,266,6,683.42,6
1713400,80,20,330.5,19
1713900,502,21,708.66,21
1714000,302,20,465.32,16
1714200,81,15,579.0,15
1714600,117,17,265.63,17
1715200,206,8,315.9,7
1715800,210,14,284.76,14
1716000,569,48,611.91,48
1716200,63,11,183.15,11
1716400,175,18,316.09,18
1717400,41,4,59.9,4
1717900,110,39,245.31,36
1718000,356,45,303.12,42
1718700,144,10,203.95,10
1720400,389,32,788.91,31
1721100,168,30,345.82,28
1721200,147,4,226.85,4
1721300,-2,2,-6.3,2
1721400,63,22,160.57,19
1721700,24,9,113.5,8
1721800,110,19,172.95,19
1722000,204,64,417.75,60
1722700,100,6,223.9,6
1723000,98,12,203.4,12
1723100,161,58,246.92000000000002,50
1723600,69,15,118.45,15
1723800,146,40,255.71,36
1724300,119,14,266.55,14
1725000,70,23,162.65,22
1726200,150,2,584.5,2
1726800,192,1,138.24,1
1727200,664,41,657.68,41
1727700,68,17,348.33,15
1727800,179,15,246.04,15
1728400,202,43,212.34,41
1728700,120,15,145.24,13
1728800,110,6,127.3,6
1730200,91,24,120.27,24
1730600,452,4,549.24,4
1731400,88,7,220.8,7
1731500,115,8,174.16,8
1732000,256,26,459.18,26
1732300,136,40,150.63,38
1733700,248,160,428.1,149
1733800,365,92,687.05,83
1734000,450,32,834.68,32
1734600,155,38,223.42000000000002,33
1736200,115,23,162.23,22
1736400,137,23,247.45,23
1736500,785,65,543.6,62
1736700,150,34,168.4,32
1736800,215,17,194.92,17
1737200,122,47,212.12,46
1737400,56,16,303.82,16
1737700,118,13,317.56,13
1738100,2341,10,1126.83,10
1738400,43,3,227.64999999999998,3
1738800,360,1,381.6,1
1738900,72,3,73.5,2
1739400,241,4,203.87,4
1739800,182,19,305.68,19
1740000,285,58,632.8,54
1740200,30,3,212.5,3
1740900,41,5,260.55,5
1741000,100,15,302.4,15
1741100,126,16,285.58,16
1741600,-12,1,-45.0,1
1741900,117,17,321.75,17
1742200,128,17,306.82,15
1742300,314,11,449.42,11
1742800,436,29,444.52,28
1742900,256,17,186.85999999999999,17
1743600,48,4,122.4,4
1743800,103,17,388.45,17
1744000,162,3,124.62,3
1744200,230,22,374.0,22
1744900,185,44,297.09000000000003,41
1745000,4168,13,11343.199999999999,13
1745400,57,18,115.43,18
1745700,114,2,313.38,2
1746000,-1,1,-9.95,1
1746300,109,14,234.25,14
1747000,489,20,304.13,18
1748600,191,24,396.87,24
1748900,232,16,208.56,16
1749100,361,20,556.9399999999999,20
1749200,155,12,374.57,12
1750100,160,18,288.6,18
1750400,208,13,251.75,13
1750700,137,43,265.02,43
1751100,2379,22,3962.06,21
1751200,315,11,441.81,11
1751600,94,25,127.38,22
1751900,295,16,313.45,15
1752200,120,10,147.44,10
1752600,-23,1,-195.5,1
1752700,57,7,292.11,7
1753000,254,71,430.76,68
1754800,58,5,103.3,5
1755000,59,28,156.22,25
1756700,207,20,395.78999999999996,20
1757200,32,4,81.4,4
1757400,77,8,185.65,8
1757600,112,27,198.02,27
1757800,138,5,143.45999999999998,5
1758000,6,1,47.7,1
1758100,532,47,1354.58,46
1758200,123,29,175.27,28
1758500,82,42,103.72,42
1758800,56,10,397.20000000000005,10
1758900,446,71,590.77,68
1759400,220,14,315.0,14
1759600,729,16,354.29,16
1759700,1176,55,2044.3700000000001,55
1760100,103,9,116.00999999999999,9
1760400,115,36,173.12,34
1761100,141,37,282.4,35
1761200,309,29,360.29,29
1761300,441,33,493.11,33
1761500,69,5,153.75,5
1761600,32,1,81.6,1
1761800,86,13,346.5,13
1762400,312,25,400.3,25
1762500,382,95,549.68,84
1762900,219,35,266.36,35
1763000,112,19,335.5,19
1763100,92,21,302.55,21
1763400,33,9,164.75,9
1764400,253,26,442.47,25
1764600,128,24,411.54,24
1764800,169,36,583.87,36
1765200,312,23,409.94,22
1765500,46,13,306.0,13
1765800,216,9,317.6,9
1766300,81,10,188.87,10
1766400,409,23,326.19,23
1766700,242,25,428.62,25
1766900,234,7,475.5,6
1767000,110,11,205.7,11
1767100,121,11,392.55,10
1767300,302,61,377.64,48
1767500,-1,1,-6.75,1
1767700,901,27,1408.7,25
1767800,207,16,298.11,16
1768200,185,19,365.79,18
1768500,196,14,326.5,14
1769000,39,4,94.65,4
1769200,114,7,169.5,7
1769700,93,19,338.95,19
1769800,93,8,154.95,8
1770000,180,28,522.96,27
1770100,109,24,417.95,24
1770400,175,16,387.28999999999996,16
1770500,76,8,114.0,8
1771600,386,37,786.16,37
1771800,83,6,139.35,6
1771900,437,39,579.83,39
1772000,178,16,430.38,16
1772300,84,4,331.8,3
1772500,173,18,337.71,18
1773000,296,19,347.17,19
1773300,87,12,216.95,11
1773400,66,9,112.98,9
1773500,626,41,652.52,36
1774400,364,12,280.56,9
1774600,29,6,110.25,6
1774900,257,22,369.01,22
1775400,299,29,231.89999999999998,24
1775700,55,25,166.75,22
1775800,407,68,583.79,58
1776300,12,1,15.0,1
1776400,148,19,261.97,17
1776500,44,19,121.25,19
1777000,14,3,102.3,3
1777400,123,40,375.0,37
1777500,72,3,56.4,3
1778100,8,2,102.0,2
1778300,53,30,112.41,30
1779000,39,11,107.07,11
1779500,191,17,163.25,14
1779900,89,16,112.86,15
1780000,55,7,115.15,7
1780900,40,1,270.0,1
1781100,29,8,101.47,8
1781900,24,3,189.83999999999997,3
1782700,218,44,312.01,41
1783000,17,5,99.15,5
1784100,71,22,115.78,22
1784800,141,13,174.46,13
1784900,45,7,151.45000000000002,7
1785400,64,12,111.76,12
1785600,200,2,585.12,2
1785700,100,3,36.0,2
1785800,8,1,79.6,1
1786100,255,34,216.12,34
1786300,416,18,481.2,18
1786500,332,20,398.22,20
1786900,17,10,91.09,9
1787300,267,11,395.25,10
1787400,48,4,65.16,4
1788300,48,19,119.35000000000001,19
1788600,93,16,223.19,15
1788800,32,6,56.65,6
1788900,35,9,102.02,9
1789300,161,16,112.25,15
1790600,26,12,72.9,12
1791700,75,36,119.55,32
1792000,560,25,417.93,25
1792100,139,44,280.57,43
1792800,46,17,78.25999999999999,17
1792900,24,1,238.8,1
1793000,172,5,390.6,5
1793100,164,50,297.2,49
1793200,391,42,589.01,42
1793700,252,7,633.6,7
1794000,1296,3,259.20000000000005,2
1794600,9,3,17.549999999999997,3
1794900,150,1,1642.5,1
1795400,116,21,135.44,20
1795500,66,13,270.35,13
1795600,1,1,12.75,1
1796100,4,4,8.8,4
1796500,87,26,270.1,26
1796600,350,6,147.0,6
1797000,525,31,582.59,25
1797200,37,31,136.04,28
1797400,87,21,172.77,18
1797500,235,28,667.35,27
1797900,81,60,221.77,53
1799000,290,17,314.84000000000003,15
1799100,2,2,5.9,2
1800800,20,10,175.1,10
1800900,124,33,252.24,30
1801000,60,14,174.8,14
1803600,83,40,110.8,37
1803700,2,2,3.9,2
1804000,96,12,239.0,12
1804100,223,24,201.39,24
1804400,140,18,289.25,18
1806100,66,6,213.8,6
1806200,172,15,316.12,15
1806400,160,2,408.0,2
1806500,138,23,397.68,22
1806900,293,109,391.9,101
1807100,103,11,194.05,11
1807500,152,15,261.68,15
1807700,126,20,167.92,20
1807800,100,21,197.94,21
1807900,3843,29,1612.83,28
1808000,330,1,841.5,1
1809200,832,6,884.4,6
1809400,440,19,639.48,19
1810200,1336,4,5513.32,4
1810800,84,17,271.0,16
1810900,61,28,279.73,25
1811600,113,91,201.01,80
1811800,192,56,368.92,50
1812000,31,17,111.15,17
1812900,48,14,112.55,12
1813300,1350,1,931.5,1
1813600,118,14,311.86,14
1814200,292,9,282.48,9
1814400,54,11,293.5,11
1814600,27,4,76.65,4
1814900,178,5,321.9,5
1816100,109,12,244.79,12
1817000,119,11,304.21,11
1817100,86,12,224.14,12
1817200,184,15,269.62,15
1817300,156,6,423.36,6
1817700,79,10,169.05,8
1817800,-2,1,-7.5,1
1817900,250,18,270.26,18
1818300,-3,2,-10.850000000000001,2
1818500,183,17,304.25,17
1818900,-2,1,-5.9,1
1819100,140,7,207.8,7
1819800,233,16,284.67,16
1821300,232,15,232.48,15
1821800,226,5,352.7,5
1821900,122,11,200.32,11
1822000,288,2,305.28,2
1822100,123,15,234.47,13
1822300,217,24,490.99,24
1822400,69,10,158.95,10
1822500,64,21,171.75,20
1822600,235,22,428.05,22
1822700,21,5,93.75,5
1822900,52,8,361.4,8
1823000,210,16,386.21999999999997,16
1823100,253,28,429.25,28
1823500,332,29,430.46,29
1823600,52,8,123.2,8
1823900,122,10,176.38,10
1824100,241,24,365.83,23
1824200,118,9,314.26,9
1824500,406,37,501.38,36
1824600,70,2,232.9,2
1826000,314,19,451.58,18
1826300,328,15,307.6,15
1827000,41,5,111.95,5
1827200,512,33,639.82,31
1827300,20,1,51.0,1
1828300,86,55,115.73,54
